时间点,房间ID,耗时,倍数,茶水费,基础银,基础分,房间下限,对局类型,玩家1,状态,类型,角色,输赢,初始银两,剩余银两,积分输赢,初始积分,剩余积分,玩家2,状态,类型,角色,输赢,初始银两,剩余银两,积分输赢,初始积分,剩余积分,玩家3,状态,类型,角色,输赢,初始银两,剩余银两,积分输赢,初始积分,剩余积分,是否是不洗牌做牌,正式打牌时间,玩家1机器人版本,玩家2机器人版本,玩家3机器人版本,游戏开始时间
2025-05-26 14:55:26,188,72,384,24000,1500,1,70000,0,1109949,65,机器人,地主,230785,337410,560195,0,0,0,1109925,65,机器人,农民,-164705,189080,16375,0,0,0,1109994,65,机器人,农民,-66080,74080,0,0,0,0,是,49,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748242452
2025-05-26 14:55:41,188,63,24,24000,1500,1,70000,0,1109997,65,机器人,地主,138150,196010,326160,0,0,0,1109956,65,机器人,农民,-66150,74150,0,0,1,1,1109922,65,机器人,农民,-72000,109166,29166,0,1,1,是,52,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748242478
2025-05-26 14:55:57,188,85,48,24000,1500,1,70000,0,1110036,65,机器人,地主,158745,195470,346215,0,0,0,1109878,65,机器人,农民,-93735,124740,23005,0,1,1,1110158,65,机器人,农民,-65010,73010,0,0,0,0,是,70,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748242471
2025-05-26 14:56:04,188,63,48,24000,1500,1,70000,0,1110123,65,机器人,地主,124940,132940,249880,0,0,0,1109957,65,机器人,农民,-62470,425202,354732,0,1,1,1109992,65,机器人,农民,-62470,260560,190090,0,0,0,是,51,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748242501
2025-05-26 14:56:37,188,56,24,24000,1500,1,70000,0,1109692,65,机器人,地主,138490,220880,351370,0,0,0,1110141,65,机器人,农民,-74060,82060,0,0,0,0,1109813,65,机器人,农民,-64430,72430,0,0,0,0,是,45,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748242540
2025-05-26 14:56:38,188,30,3,0,1500,1,70000,0,1110036,65,机器人,地主,0,346215,346215,0,0,0,1109720,65,机器人,农民,0,70520,70520,0,1,1,1109819,65,机器人,农民,0,70220,70220,0,0,0,是,0,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748242567
2025-05-26 14:56:50,188,105,24,24000,1500,1,70000,0,1110170,65,机器人,地主,-65650,73650,0,0,0,0,1109797,65,机器人,农民,32825,127260,152085,0,0,0,1109861,65,机器人,农民,32825,72580,97405,0,1,1,是,84,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748242504
2025-05-26 14:56:51,188,73,96,24000,1500,1,70000,0,1109886,65,机器人,地主,-64960,72960,0,0,0,0,1109865,65,机器人,农民,32480,74800,99280,0,0,0,1109798,65,机器人,农民,32480,70990,95470,0,0,0,是,59,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748242537
2025-05-26 14:57:16,188,59,48,24000,1500,1,70000,0,1110201,65,机器人,地主,65370,73370,130740,0,0,0,1110123,65,机器人,农民,-32685,249880,209195,0,0,0,1109957,65,机器人,农民,-32685,354732,314047,0,1,1,是,49,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748242576
2025-05-26 14:57:42,188,55,12,24000,1500,1,70000,0,1110036,65,机器人,地主,-127360,346215,210855,0,0,0,1109720,65,机器人,农民,62520,70520,125040,0,1,1,1110115,65,机器人,农民,64840,72840,129680,0,1,1,是,43,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748242607
2025-05-26 14:57:57,188,67,48,24000,1500,1,70000,0,1109705,65,机器人,地主,66550,74550,133100,0,0,0,1109692,65,机器人,农民,-33275,351370,310095,0,0,0,1109992,65,机器人,农民,-33275,190090,148815,0,0,0,是,53,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748242607
2025-05-26 14:58:01,188,56,96,24000,1500,1,70000,0,1109865,65,机器人,地主,91280,99280,182560,0,0,0,1109819,65,机器人,农民,-45640,70220,16580,0,0,0,1109693,65,机器人,农民,-45640,70380,16740,0,0,0,是,44,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748242622
2025-05-26 14:58:19,188,78,48,24000,1500,1,70000,0,1109798,65,机器人,地主,87470,95470,174940,0,0,0,1109797,65,机器人,农民,-43735,152085,100350,0,0,0,1109861,65,机器人,农民,-43735,97405,45670,0,1,1,是,67,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748242620
2025-05-26 14:58:20,188,146,24,24000,1500,1,70000,0,1109723,65,机器人,地主,-63420,71420,0,0,0,0,1109997,65,机器人,农民,31710,326160,349870,0,0,0,1109875,65,机器人,农民,31710,131090,154800,0,0,0,是,135,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748242553
2025-05-26 14:58:47,188,79,96,24000,1500,1,70000,0,1110201,65,机器人,地主,-122740,130740,0,0,0,0,1110123,65,机器人,农民,61370,209195,262565,0,0,0,1109768,65,机器人,农民,61370,72720,126090,0,0,0,是,69,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748242648
2025-05-26 14:59:07,188,55,24,24000,1500,1,70000,0,1109715,65,机器人,地主,62260,70260,124520,0,0,0,1109692,65,机器人,农民,-31130,310095,270965,0,0,0,1109992,65,机器人,农民,-31130,148815,109685,0,0,0,是,44,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748242690
2025-05-26 14:59:27,188,94,192,24000,1500,1,70000,0,1110115,65,机器人,地主,121680,129680,243360,0,1,1,1109957,65,机器人,农民,-60840,314047,245207,0,1,1,1109720,65,机器人,农民,-60840,125040,56200,0,1,1,是,65,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748242673
2025-05-26 14:59:39,188,90,24,24000,1500,1,70000,0,1110036,65,机器人,地主,72000,210855,274855,0,0,0,1110086,65,机器人,农民,-36000,70000,26000,0,1,1,1109705,65,机器人,农民,-36000,133100,89100,0,0,0,是,76,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748242689
2025-05-26 14:59:42,188,70,48,24000,1500,1,70000,0,1109797,65,机器人,地主,92350,100350,184700,0,0,0,1109798,65,机器人,农民,-46175,174940,120765,0,0,0,1109997,65,机器人,农民,-46175,349870,295695,0,0,0,是,59,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748242711
2025-05-26 15:00:03,188,95,384,24000,1500,1,70000,0,1110220,65,机器人,地主,62240,70240,124480,0,0,0,1109716,65,机器人,农民,-31120,195240,156120,0,0,0,1110133,65,机器人,农民,-31120,71720,32600,0,0,0,是,80,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748242707
2025-05-26 15:00:13,188,73,24,24000,1500,1,70000,0,1109671,65,机器人,地主,191000,199000,382000,0,1,1,1110123,65,机器人,农民,-95500,262565,159065,0,0,0,1109768,65,机器人,农民,-95500,126090,22590,0,0,0,是,49,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748242740
2025-05-26 15:00:45,188,86,24,24000,1500,1,70000,0,1109715,65,机器人,地主,72000,124520,188520,0,0,0,1109992,65,机器人,农民,-36000,109685,65685,0,0,0,1109692,65,机器人,农民,-36000,270965,226965,0,0,0,是,65,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748242758
2025-05-26 15:00:51,188,61,24,24000,1500,1,70000,0,1109949,65,机器人,地主,189790,197790,379580,0,0,0,1109957,65,机器人,农民,-94895,245207,142312,0,1,1,1110036,65,机器人,农民,-94895,274855,171960,0,0,0,是,49,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748242790
2025-05-26 15:00:58,188,61,12,24000,1500,1,70000,0,1109797,65,机器人,地主,72000,184700,248700,0,0,0,1109798,65,机器人,农民,-36000,120765,76765,0,0,0,1109997,65,机器人,农民,-36000,295695,251695,0,0,0,是,37,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748242796
2025-05-26 15:01:05,188,46,12,24000,1500,1,70000,0,1109716,65,机器人,地主,135890,156120,284010,0,0,0,1110220,65,机器人,农民,-72000,124480,44480,0,0,0,1110121,65,机器人,农民,-63890,71890,0,0,0,0,是,34,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748242818
2025-05-26 15:01:15,188,95,192,24000,1500,1,70000,0,1109743,65,机器人,地主,66780,74780,133560,0,0,0,1110115,65,机器人,农民,-33390,243360,201970,0,1,1,1109865,65,机器人,农民,-33390,182560,141170,0,0,0,是,80,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748242779
2025-05-26 15:01:51,188,79,192,24000,1500,1,70000,0,1109671,65,机器人,地主,318594,382000,692594,0,1,1,1110123,65,机器人,农民,-151065,159065,0,0,0,0,1110120,65,机器人,农民,-167529,175529,0,0,0,0,是,59,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748242830
2025-05-26 15:01:53,188,51,12,24000,1500,1,70000,0,1109875,65,机器人,地主,36000,154800,182800,0,0,0,1110036,65,机器人,农民,-18000,171960,145960,0,0,0,1109957,65,机器人,农民,-18000,142312,116312,0,1,1,是,38,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748242862
2025-05-26 15:02:07,188,72,6,24000,1500,1,70000,0,1109692,65,机器人,地主,72000,226965,290965,0,0,0,1109688,65,机器人,农民,-36000,74070,30070,0,0,0,1109892,65,机器人,农民,-36000,199070,155070,0,1,1,是,46,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748242854
2025-05-26 15:02:24,188,69,96,24000,1500,1,70000,0,1109997,65,机器人,地主,190612,251695,434307,0,0,0,1109797,65,机器人,农民,-121847,248700,118853,0,0,0,1109798,65,机器人,农民,-68765,76765,0,0,0,0,是,57,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748242874
2025-05-26 15:02:47,188,88,24,24000,1500,1,70000,0,1109956,65,机器人,地主,62450,70450,124900,0,1,1,1109949,65,机器人,农民,-31225,379580,340355,0,0,0,1109793,65,机器人,农民,-31225,73890,34665,0,0,0,是,76,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748242877
2025-05-26 15:02:49,188,81,48,24000,1500,1,70000,0,1110086,65,机器人,地主,65110,73110,130220,0,1,1,1109865,65,机器人,农民,-32555,141170,100615,0,0,0,1110115,65,机器人,农民,-32555,201970,161415,0,1,1,是,72,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748242887
2025-05-26 15:03:20,188,58,24,24000,1500,1,70000,0,1109692,65,机器人,地主,72000,290965,354965,0,0,0,1109875,65,机器人,农民,-36000,182800,138800,0,0,0,1109816,65,机器人,农民,-36000,71680,27680,0,0,0,是,48,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748242941
2025-05-26 15:03:34,188,94,96,24000,1500,1,70000,0,1109720,65,机器人,地主,63110,71110,126220,0,1,1,1109743,65,机器人,农民,-31555,133560,94005,0,0,0,1109693,65,机器人,农民,-31555,72020,32465,0,0,0,是,57,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748242920
2025-05-26 15:03:36,188,89,96,24000,1500,1,70000,0,1109671,65,机器人,地主,-246272,692594,438322,0,1,1,1109957,65,机器人,农民,108312,116312,216624,0,1,1,1110036,65,机器人,农民,137960,145960,275920,0,0,0,是,74,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748242927
2025-05-26 15:04:31,188,114,192,24000,1500,1,70000,0,1109892,65,机器人,地主,-138215,155070,8855,0,1,1,1110124,65,机器人,农民,64680,72680,129360,0,1,1,1109997,65,机器人,农民,73535,434307,499842,0,0,0,是,92,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748242956
2025-05-26 15:04:34,188,88,48,24000,1500,1,70000,0,1110115,65,机器人,地主,-132400,161415,21015,0,1,1,1110055,65,机器人,农民,66690,74690,133380,0,1,1,1109878,65,机器人,农民,65710,73710,131420,0,1,1,是,67,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748242985
2025-05-26 15:04:34,188,49,24,24000,1500,1,70000,0,1109671,65,机器人,地主,-134360,438322,295962,0,1,1,1109720,65,机器人,农民,72000,126220,190220,0,1,1,1109688,65,机器人,农民,62360,70360,124720,0,0,0,是,38,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748243025
2025-05-26 15:04:56,188,117,96,24000,1500,1,70000,0,1109797,65,机器人,地主,110852,118853,221705,0,0,0,1110086,65,机器人,农民,-55426,130220,66794,0,1,1,1109949,65,机器人,农民,-55426,340355,276929,0,0,0,是,105,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748242978
2025-05-26 15:05:15,188,82,96,24000,1500,1,70000,0,1109798,65,机器人,地主,65190,73190,130380,0,0,0,1109743,65,机器人,农民,-32595,94005,53410,0,0,0,1109957,65,机器人,农民,-32595,216624,176029,0,1,1,是,71,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748243032
2025-05-26 15:05:43,188,131,48,24000,1500,1,70000,0,1109692,65,机器人,地主,158025,354965,504990,0,0,0,1110170,65,机器人,农民,-65410,73410,0,0,0,0,1109865,65,机器人,农民,-92615,100615,0,0,0,0,是,116,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748243011
2025-05-26 15:06:00,188,68,48,24000,1500,1,70000,0,1110055,65,机器人,地主,125380,133380,250760,0,1,1,1109688,65,机器人,农民,-62690,124720,54030,0,0,0,1109819,65,机器人,农民,-62690,73700,3010,0,0,0,是,56,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748243092
2025-05-26 15:06:02,188,72,12,24000,1500,1,70000,0,1109671,65,机器人,地主,128810,295962,416772,0,1,1,1109994,65,机器人,农民,-64660,72660,0,0,0,0,1109723,65,机器人,农民,-64150,72150,0,0,0,0,是,48,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748243089
2025-05-26 15:06:02,188,79,384,24000,1500,1,70000,0,1109715,65,机器人,地主,-156080,188520,24440,0,0,0,1110124,65,机器人,农民,90260,129360,211620,0,1,1,1109866,65,机器人,农民,65820,73820,131640,0,0,0,是,48,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748243083
2025-05-26 15:06:13,188,63,96,24000,1500,1,70000,0,1109797,65,机器人,地主,173802,221705,387507,0,0,0,1109720,65,机器人,农民,-106852,190220,75368,0,1,1,1109992,65,机器人,农民,-66950,74950,0,0,0,0,是,42,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748243109
2025-05-26 15:06:22,188,56,48,24000,1500,1,70000,0,1109705,65,机器人,地主,81100,89100,162200,0,0,0,1109949,65,机器人,农民,-40550,276929,228379,0,0,0,1109798,65,机器人,农民,-40550,130380,81830,0,0,0,是,35,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748243125
2025-05-26 15:06:48,188,58,48,24000,1500,1,70000,0,1109957,65,机器人,地主,130430,176029,298459,0,1,1,1110120,65,机器人,农民,-66470,74470,0,0,0,0,1109729,65,机器人,农民,-63960,71960,0,0,1,1,是,48,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748243149
2025-05-26 15:07:04,188,50,12,24000,1500,1,70000,0,1110124,65,机器人,地主,138090,211620,341710,0,1,1,1110158,65,机器人,农民,-66090,74090,0,0,0,0,1109692,65,机器人,农民,-72000,504990,424990,0,0,0,是,36,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748243173
2025-05-26 15:07:33,188,61,24,24000,1500,1,70000,0,1110055,65,机器人,地主,-130100,199160,61060,0,1,1,1109715,65,机器人,农民,63640,71640,127280,0,0,0,1109793,65,机器人,农民,66460,74460,132920,0,0,0,是,38,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748243191
2025-05-26 15:07:39,188,76,24,24000,1500,1,70000,0,1110220,65,机器人,地主,63780,71780,127560,0,0,0,1109878,65,机器人,农民,-31890,131420,91530,0,1,1,1109866,65,机器人,农民,-31890,131640,91750,0,0,0,是,64,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748243182
2025-05-26 15:07:49,188,83,384,24000,1500,1,70000,0,1109865,65,机器人,地主,64940,72940,129880,0,0,0,1109716,65,机器人,农民,-32470,197850,157380,0,0,0,1109797,65,机器人,农民,-32470,387507,347037,0,0,0,是,69,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748243183
2025-05-26 15:08:06,188,91,192,24000,1500,1,70000,0,1109798,65,机器人,地主,73830,81830,147660,0,0,0,1109705,65,机器人,农民,-36915,162200,117285,0,0,0,1109693,65,机器人,农民,-36915,71190,26275,0,0,0,是,79,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748243192
2025-05-26 15:08:23,188,83,192,24000,1500,1,70000,0,1109922,65,机器人,地主,62880,70880,125760,0,1,1,1109688,65,机器人,农民,-31440,72310,32870,0,0,0,1109819,65,机器人,农民,-31440,72240,32800,0,0,0,是,61,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748243220
2025-05-26 15:08:28,188,69,48,24000,1500,1,70000,0,1109692,65,机器人,地主,339295,424990,756285,0,0,0,1109957,65,机器人,农民,-208495,298459,81964,0,1,1,1109875,65,机器人,农民,-130800,138800,0,0,0,0,是,59,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748243238
2025-05-26 15:08:50,188,61,24,24000,1500,1,70000,0,1109715,65,机器人,地主,119280,127280,238560,0,0,0,1110124,65,机器人,农民,-59640,341710,274070,0,1,1,1109793,65,机器人,农民,-59640,132920,65280,0,0,0,是,48,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748243268
2025-05-26 15:09:06,188,66,48,24000,1500,1,70000,0,1109797,65,机器人,地主,183020,347037,522057,0,0,0,1110123,65,机器人,农民,-63460,71460,0,0,0,0,1110220,65,机器人,农民,-119560,127560,0,0,0,0,是,57,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748243279
2025-05-26 15:09:17,188,59,96,24000,1500,1,70000,0,1109705,65,机器人,地主,109284,117285,218569,0,0,0,1109866,65,机器人,农民,-54642,91750,29108,0,0,0,1109798,65,机器人,农民,-54642,147660,85018,0,0,0,是,44,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748243298
2025-05-26 15:09:24,188,51,96,24000,1500,1,70000,0,1109922,65,机器人,地主,-117760,125760,0,0,1,1,1109878,65,机器人,农民,58880,91530,142410,0,1,1,1110115,65,机器人,农民,58880,73410,124290,0,1,1,是,35,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748243312
2025-05-26 15:09:37,188,57,48,24000,1500,1,70000,0,1110100,65,机器人,地主,66780,74780,133560,0,1,1,1109957,65,机器人,农民,-33390,81964,40574,0,1,1,1109861,65,机器人,农民,-33390,73210,31820,0,1,1,是,46,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748243319
2025-05-26 15:09:47,188,30,6,24000,1500,1,70000,0,1109886,65,机器人,地主,36000,70720,98720,0,0,0,1109785,65,机器人,农民,-18000,74190,48190,0,0,0,1109671,65,机器人,农民,-18000,195380,169380,0,1,1,是,18,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748243356
2025-05-26 15:09:49,188,106,96,24000,1500,1,70000,0,1110121,65,机器人,地主,-64760,72760,0,0,0,0,1109743,65,机器人,农民,32380,70230,94610,0,0,0,1109716,65,机器人,农民,32380,157380,181760,0,0,0,是,94,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748243281
2025-05-26 15:09:58,188,57,24,24000,1500,1,70000,0,1109956,65,机器人,地主,116900,124900,233800,0,1,1,1109692,65,机器人,农民,-58450,756285,689835,0,0,0,1110124,65,机器人,农民,-58450,274070,207620,0,1,1,是,47,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748243340
2025-05-26 15:10:28,188,53,96,24000,1500,1,70000,0,1109878,65,机器人,地主,128470,142410,262880,0,1,1,1110086,65,机器人,农民,-62380,70380,0,0,1,1,1109729,65,机器人,农民,-66090,74090,0,0,1,1,是,36,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748243375
2025-05-26 15:10:35,188,64,6,24000,1500,1,70000,0,1109798,65,机器人,地主,-18000,85018,59018,0,0,0,1109949,65,机器人,农民,9000,199690,200690,0,0,0,1109705,65,机器人,农民,9000,218569,219569,0,0,0,是,51,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748243371
2025-05-26 15:11:06,188,68,48,24000,1500,1,70000,0,1109925,65,机器人,地主,64690,72690,129380,0,0,0,1110158,65,机器人,农民,-32345,70040,29695,0,0,0,1110100,65,机器人,农民,-32345,133560,93215,0,1,1,是,56,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748243397
2025-05-26 15:11:06,188,63,24,24000,1500,1,70000,0,1109671,65,机器人,地主,-145960,169380,15420,0,1,1,1109819,65,机器人,农民,65270,73270,130540,0,0,0,1109743,65,机器人,农民,80690,94610,167300,0,0,0,是,46,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748243403
2025-05-26 15:11:10,188,84,96,24000,1500,1,70000,0,1109875,65,机器人,地主,66910,74910,133820,0,0,0,1109994,65,机器人,农民,-33455,74950,33495,0,0,0,1110115,65,机器人,农民,-33455,124290,82835,0,1,1,是,67,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748243386
2025-05-26 15:11:52,188,73,96,24000,1500,1,70000,0,1110055,65,机器人,地主,-63750,71750,0,0,1,1,1109692,65,机器人,农民,31875,689835,713710,0,0,0,1110201,65,机器人,农民,31875,72040,95915,0,0,0,是,60,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748243438
2025-05-26 15:12:01,188,109,96,24000,1500,1,70000,0,1109956,65,机器人,地主,-225800,233800,0,0,1,1,1110124,65,机器人,农民,112900,207620,312520,0,1,1,1109716,65,机器人,农民,112900,181760,286660,0,0,0,是,98,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748243411
2025-05-26 15:12:05,188,44,24,24000,1500,1,70000,0,1109925,65,机器人,地主,121380,129380,242760,0,0,0,1110100,65,机器人,农民,-60690,93215,24525,0,1,1,1109743,65,机器人,农民,-60690,167300,98610,0,0,0,是,34,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748243478
